,opeid,name,state,prog-length,school-type-num,dual-num-2014,dual-denom-2014,drate-2014,prate-2014,ethnic-code,program,dual-num-2013,dual-denom-2013,drate-2013,prate-2013,dual-num-2012,dual-denom-2012,drate-2012,prate-2012,school-type-label,non_default,community-schools
2463,8543,ATLANTA TECHNICAL COLLEGE                                        ,GA,5,1,377,1965,19.1,A,5,D,191,921,20.7,A,14,54,25.9,A,public,,False
2461,8510,EASTFIELD COLLEGE                                                ,TX,5,1,195,999,19.5,A,5,D,163,818,19.9,A,122,656,18.5,A,public,,False
2459,8504,RICHLAND COLLEGE                                                 ,TX,5,1,139,827,16.8,A,5,D,103,709,14.5,A,99,699,14.1,A,public,,False
2458,8503,MOUNTAIN VIEW COLLEGE                                            ,TX,5,1,108,515,20.9,A,3,D,94,486,19.3,A,63,422,14.9,A,public,,False
2429,8308,CECIL COLLEGE                                                    ,MD,5,1,40,233,17.1,A,5,D,47,298,15.7,A,36,250,14.4,A,public,,False
2426,8284,MITCHELL TECHNICAL INSTITUTE                                     ,SD,5,1,47,442,10.6,A,5,D,54,499,10.8,A,63,482,13.0,A,public,,False
2408,8133,ZANE STATE COLLEGE                                               ,OH,5,1,281,1150,24.4,A,5,D,278,1175,23.6,A,308,1237,24.8,A,public,,False
2400,8076,JOHN A. LOGAN COLLEGE                                            ,IL,5,1,11,109,10.0,A,5,D,32,176,18.1,A,72,402,17.9,A,public,,False
2399,8073,BUTTE COLLEGE                                                    ,CA,5,1,241,1190,20.2,P,5,D,309,1369,22.5,P,348,1372,25.3,P,public,,False
2380,7912,THADDEUS STEVENS COLLEGE OF TECHNOLOGY                           ,PA,5,1,43,287,14.9,A,5,D,37,277,13.3,A,25,253,9.8,A,public,,False
2366,7764,SOUTHEAST TECHNICAL INSTITUTE                                    ,SD,5,1,155,1287,12.0,P,5,D,150,1342,11.1,P,149,1308,11.3,P,public,,False
2364,7738,SOUTHERN ARKANSAS UNIVERSITY TECH                                ,AR,5,1,56,247,22.6,A,5,D,73,289,25.2,A,53,242,21.9,A,public,,False
2362,7730,ROWAN COLLEGE AT BURLINGTON COUNTY                               ,NJ,5,1,124,928,13.3,A,5,D,114,940,12.1,A,95,844,11.2,A,public,,False
2361,7729,COUNTY COLLEGE OF MORRIS                                         ,NJ,5,1,83,887,9.3,A,5,D,67,853,7.8,A,84,823,10.2,A,public,,False
2357,7694,COLLEGE OF LAKE COUNTY                                           ,IL,5,1,136,867,15.6,A,5,D,94,791,11.8,A,86,679,12.6,A,public,,False
2355,7691,MCHENRY COUNTY COLLEGE                                           ,IL,5,1,63,465,13.5,A,5,D,46,322,14.2,A,30,289,10.3,A,public,,False
2352,7686,SOUTHERN UNIVERSITY AT SHREVEPORT - BOSSIER CITY                 ,LA,5,1,293,1270,23.0,P,2,D,181,1024,17.6,P,162,861,18.8,P,public,,False
2351,7684,KISHWAUKEE COLLEGE                                               ,IL,5,1,184,799,23.0,A,5,D,184,798,23.0,A,129,676,19.0,A,public,,False
2118,5618,SAVANNAH TECHNICAL COLLEGE                                       ,GA,5,1,154,829,18.5,A,5,D,88,434,20.2,A,3,13,23.0,B,public,,False
1039,2601,CUMBERLAND COUNTY COLLEGE                                        ,NJ,5,1,100,546,18.3,A,5,D,89,558,15.9,A,68,581,11.7,A,public,,False
4711,42636,NORTHEAST LAKEVIEW COLLEGE                                       ,TX,5,1,162,1357,11.9,P,5,D,211,1519,13.8,S,251,1583,15.8,S,public,,False
874,2339,CENTRAL LAKES COLLEGE                                            ,MN,5,1,199,1215,16.3,P,5,D,219,1211,18.0,P,233,1326,17.5,P,public,,False
138,1206,GOLDEN WEST COLLEGE                                              ,CA,5,1,36,268,13.4,A,5,D,27,272,9.9,A,28,236,11.8,A,public,,False
140,1208,GROSSMONT COLLEGE                                                ,CA,5,1,58,384,15.1,A,5,D,57,433,13.1,A,59,378,15.6,A,public,,False
145,1217,LASSEN COLLEGE                                                   ,CA,5,1,25,115,21.7,A,5,D,29,132,21.9,A,43,133,32.3,A,public,,False
147,1219,LONG BEACH CITY COLLEGE                                          ,CA,5,1,306,1090,28.0,A,3,D,277,1116,24.8,A,285,1174,24.2,A,public,,False
149,1223,LOS ANGELES CITY COLLEGE                                         ,CA,5,1,134,700,19.1,A,3,D,131,640,20.4,A,147,597,24.6,A,public,,False
150,1224,LOS ANGELES HARBOR COLLEGE                                       ,CA,5,1,23,119,19.3,P,3,D,22,119,18.4,P,24,112,21.4,P,public,,False
135,1202,GAVILAN COLLEGE                                                  ,CA,5,1,28,176,15.9,A,3,D,61,223,27.3,A,59,211,27.9,A,public,,False
151,1226,LOS ANGELES PIERCE COLLEGE                                       ,CA,5,1,107,624,17.1,A,5,D,105,565,18.5,A,112,487,22.9,A,public,,False
152,1227,LOS ANGELES TRADE-TECHNICAL COLLEGE                              ,CA,5,1,115,385,29.8,A,3,D,64,245,26.1,A,50,155,32.2,A,public,,False
153,1228,LOS ANGELES VALLEY COLLEGE                                       ,CA,5,1,64,425,15.0,A,3,D,76,460,16.5,A,54,352,15.3,A,public,,False
156,1232,AMERICAN RIVER COLLEGE                                           ,CA,5,1,361,1558,23.1,A,5,D,489,1964,24.8,A,484,1840,26.3,A,public,,False
157,1233,SACRAMENTO CITY COLLEGE                                          ,CA,5,1,233,1065,21.8,A,5,D,226,1111,20.3,A,287,1237,23.2,A,public,,False
161,1242,MONTEREY PENINSULA COLLEGE                                       ,CA,5,1,36,177,20.3,A,5,D,41,199,20.6,A,42,196,21.4,A,public,,False
163,1245,MOUNT SAN ANTONIO COLLEGE                                        ,CA,5,1,34,338,10.0,A,3,D,33,273,12.0,A,40,257,15.5,A,public,,False
945,2459,CROWDER COLLEGE                                                  ,MO,5,1,145,780,18.5,A,5,D,138,712,19.3,A,128,694,18.4,A,public,,False
134,1201,FULLERTON COLLEGE                                                ,CA,5,1,136,517,26.3,A,3,D,89,496,17.9,A,75,486,15.4,A,public,,False
131,1197,EL CAMINO COLLEGE                                                ,CA,5,1,91,426,21.3,P,3,D,83,421,19.7,P,71,423,16.7,P,public,,False
128,1192,CUESTA COLLEGE                                                   ,CA,5,1,53,389,13.6,A,5,D,42,451,9.3,A,45,408,11.0,A,public,,False
445,1699,JOLIET JUNIOR COLLEGE                                            ,IL,5,1,198,1155,17.1,A,5,D,166,1229,13.5,A,166,1103,15.0,A,public,,False
419,1655,WILBUR WRIGHT COLLEGE                                            ,IL,5,1,51,278,18.3,A,3,D,24,164,14.6,A,10,74,13.5,A,public,,False
418,1654,CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE                  ,IL,5,1,305,1158,26.3,A,5,D,245,936,26.1,A,165,808,20.4,A,public,,False
417,1652,HAROLD WASHINGTON COLLEGE                                        ,IL,5,1,180,872,20.6,A,5,D,99,553,17.9,A,40,357,11.2,A,public,,False
105,1162,CHABOT COLLEGE                                                   ,CA,5,1,45,262,17.1,A,5,D,39,265,14.7,A,71,353,20.1,A,public,,False
118,1178,COLLEGE OF MARIN                                                 ,CA,5,1,91,389,23.3,A,5,D,116,425,27.2,A,82,320,25.6,A,public,,False
120,1181,COLLEGE OF SAN MATEO                                             ,CA,5,1,9,87,10.3,A,5,D,14,83,16.8,A,8,79,10.1,A,public,,False
121,1182,COLLEGE OF THE DESERT                                            ,CA,5,1,55,229,24.0,A,3,D,47,208,22.5,A,27,151,17.8,A,public,,False
963,2486,MINERAL AREA COLLEGE                                             ,MO,5,1,150,750,20.0,A,5,D,156,637,24.4,A,152,652,23.3,A,public,,False
123,1185,COLLEGE OF THE REDWOODS                                          ,CA,5,1,50,356,14.0,A,5,D,96,422,22.7,A,112,469,23.8,A,public,,False
124,1186,COLLEGE OF THE SEQUOIAS                                          ,CA,5,1,40,190,21.0,A,3,D,31,182,17.0,A,30,167,17.9,A,public,,False
125,1187,COLLEGE OF THE SISKIYOUS                                         ,CA,5,1,77,328,23.4,A,5,D,88,383,22.9,A,100,352,28.4,A,public,,False
953,2468,JEFFERSON COLLEGE                                                ,MO,5,1,191,1100,17.3,P,5,D,233,1110,20.9,P,222,984,22.5,P,public,,False
126,1190,CONTRA COSTA COLLEGE                                             ,CA,5,1,26,127,20.4,A,5,D,37,166,22.2,A,39,154,25.3,A,public,,False
127,1191,DIABLO VALLEY COLLEGE                                            ,CA,5,1,23,180,12.7,A,5,D,17,157,10.8,A,15,128,11.7,A,public,,False
164,1246,MT. SAN JACINTO COLLEGE                                          ,CA,5,1,14,113,12.3,A,5,D,15,188,7.9,A,60,333,18.0,A,public,,False
165,1247,NAPA VALLEY COLLEGE                                              ,CA,5,1,14,103,13.5,A,5,D,8,109,7.3,A,13,114,11.4,A,public,,False
416,1650,CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE                     ,IL,5,1,145,626,23.1,A,3,D,72,316,22.7,A,14,139,10.0,A,public,,False
167,1250,ORANGE COAST COLLEGE                                             ,CA,5,1,47,427,11.0,A,5,D,54,466,11.5,A,49,496,9.8,A,public,,False
220,1334,VENTURA COLLEGE                                                  ,CA,5,1,110,467,23.5,A,3,D,97,442,21.9,A,74,406,18.2,A,public,,False
222,1338,WEST VALLEY COLLEGE                                              ,CA,5,1,12,108,11.1,A,5,D,25,162,15.4,A,21,117,17.9,A,public,,False
227,1344,YUBA COLLEGE                                                     ,CA,5,1,35,162,21.6,A,5,D,52,244,21.3,A,72,280,25.7,A,public,,False
786,2205,QUINCY COLLEGE                                                   ,MA,5,1,121,906,13.3,A,5,D,106,721,14.7,A,74,698,10.6,A,public,,False
400,1623,NORTH IDAHO COLLEGE                                              ,ID,5,1,433,1910,22.6,A,5,D,509,2211,23.0,A,413,1894,21.8,A,public,,False
397,1619,COLLEGE OF SOUTHERN IDAHO                                        ,ID,5,1,436,2672,16.3,P,5,D,738,3618,20.3,P,712,3436,20.7,P,public,,False
241,1361,NORTHEASTERN JUNIOR COLLEGE                                      ,CO,5,1,64,481,13.3,A,5,D,86,514,16.7,A,100,525,19.0,A,public,,False
242,1362,OTERO JUNIOR COLLEGE                                             ,CO,5,1,56,341,16.4,A,3,D,66,380,17.3,A,96,452,21.2,A,public,,False
245,1368,TRINIDAD STATE JUNIOR COLLEGE                                    ,CO,5,1,47,332,14.1,A,3,D,79,400,19.7,A,78,385,20.2,A,public,,False
922,2411,JONES COUNTY JUNIOR COLLEGE                                      ,MS,5,1,122,639,19.0,A,5,D,131,698,18.7,A,174,821,21.1,A,public,,False
817,2251,DELTA COLLEGE                                                    ,MI,5,1,385,1905,20.2,A,5,D,366,1949,18.7,A,347,1853,18.7,A,public,,False
909,2393,MINNESOTA STATE COLLEGE SOUTHEAST                                ,MN,5,1,150,977,15.3,P,5,D,149,1006,14.8,P,147,1075,13.6,P,public,,False
858,2317,SOUTHWESTERN MICHIGAN COLLEGE                                    ,MI,5,1,186,763,24.3,A,5,D,134,682,19.6,A,143,574,24.9,A,public,,False
847,2299,NORTH CENTRAL MICHIGAN COLLEGE                                   ,MI,5,1,58,385,15.0,A,5,D,77,387,19.8,A,60,384,15.6,A,public,,False
835,2277,LAKE MICHIGAN COLLEGE                                            ,MI,5,1,175,745,23.4,A,5,D,127,689,18.4,A,201,775,25.9,A,public,,False
407,1636,SOUTHWESTERN ILLINOIS COLLEGE                                    ,IL,5,1,506,2100,24.0,A,5,D,492,1968,25.0,A,456,1829,24.9,A,public,,False
447,1701,KASKASKIA COLLEGE                                                ,IL,5,1,42,384,10.9,A,5,D,56,384,14.5,A,55,356,15.4,A,public,,False
409,1638,BLACK HAWK COLLEGE                                               ,IL,5,1,105,597,17.5,A,5,D,85,634,13.4,A,64,501,12.7,A,public,,False
413,1643,SPOON RIVER COLLEGE                                              ,IL,5,1,40,280,14.2,A,5,D,45,271,16.6,A,49,242,20.2,A,public,,False
174,1260,PALOMAR COLLEGE                                                  ,CA,5,1,62,323,19.1,A,5,D,47,294,15.9,A,97,306,31.6,A,public,,False
175,1261,PASADENA CITY COLLEGE                                            ,CA,5,1,36,251,14.3,A,3,D,38,221,17.1,A,50,286,17.4,A,public,,False
177,1266,LANEY COLLEGE                                                    ,CA,5,1,45,176,25.5,A,5,D,13,67,19.4,A,10,53,18.8,A,public,,False
178,1267,MERRITT COLLEGE                                                  ,CA,5,1,52,186,27.9,A,5,D,28,126,22.2,A,36,128,28.1,A,public,,False
180,1270,RIVERSIDE CITY COLLEGE                                           ,CA,5,1,69,454,15.1,A,5,D,51,518,9.8,A,90,634,14.1,A,public,,False
181,1272,SAN BERNARDINO VALLEY COLLEGE                                    ,CA,5,1,4,60,6.6,A,3,D,10,87,11.4,A,26,112,23.2,A,public,,False
182,1273,SAN DIEGO CITY COLLEGE                                           ,CA,5,1,143,684,20.9,P,3,D,153,804,19.0,P,242,905,26.7,P,public,,False
186,1280,SAN JOAQUIN DELTA COLLEGE                                        ,CA,5,1,186,810,22.9,A,5,D,208,967,21.5,A,223,1000,22.3,A,public,,False
188,1282,SAN JOSE CITY COLLEGE                                            ,CA,5,1,40,203,19.7,A,5,D,46,235,19.5,A,29,170,17.0,A,public,,False
192,1287,SANTA ROSA JUNIOR COLLEGE                                        ,CA,5,1,61,391,15.6,A,5,D,54,443,12.1,A,68,430,15.8,A,public,,False
415,1649,RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO                 ,IL,5,1,42,287,14.6,P,3,D,17,172,9.8,P,10,137,7.2,P,public,,False
195,1290,SIERRA COLLEGE                                                   ,CA,5,1,193,942,20.4,A,5,D,210,973,21.5,A,175,866,20.2,A,public,,False
204,1307,FRESNO CITY COLLEGE                                              ,CA,5,1,131,648,20.2,A,3,D,208,887,23.4,A,283,953,29.6,A,public,,False
205,1308,REEDLEY COLLEGE                                                  ,CA,5,1,65,256,25.3,A,3,D,52,289,17.9,A,80,343,23.3,A,public,,False
414,1648,CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE                  ,IL,5,1,113,559,20.2,A,3,D,83,410,20.2,A,35,200,17.5,A,public,,False
411,1640,PRAIRIE STATE COLLEGE                                            ,IL,5,1,155,817,18.9,A,5,D,78,469,16.6,A,39,329,11.8,A,public,,False
464,1728,MORTON COLLEGE                                                   ,IL,5,1,38,269,14.1,A,3,D,35,194,18.0,A,41,253,16.2,A,public,,False
190,1285,SANTA BARBARA CITY COLLEGE                                       ,CA,5,1,247,1350,18.2,A,5,D,243,1326,18.3,A,238,1289,18.4,A,public,,False
487,1773,TRITON COLLEGE                                                   ,IL,5,1,57,462,12.3,A,5,D,52,438,11.8,A,50,378,13.2,A,public,,False
79,1124,CABRILLO COLLEGE                                                 ,CA,5,1,58,332,17.4,A,5,D,75,405,18.5,A,53,324,16.3,A,public,,False
42,1078,PHOENIX COLLEGE                                                  ,AZ,5,1,975,3145,31.0,A,3,D,783,2832,27.6,A,574,2312,24.8,A,public,,False
38,1072,COCHISE COLLEGE                                                  ,AZ,5,1,16,262,6.1,A,3,D,19,362,5.2,A,36,374,9.6,A,public,,False
980,2514,NORTH CENTRAL MISSOURI COLLEGE                                   ,MO,5,1,71,433,16.3,A,5,D,74,480,15.4,A,89,475,18.7,A,public,,False
72,1111,ALLAN HANCOCK COLLEGE                                            ,CA,5,1,29,144,20.1,A,3,D,25,135,18.5,A,28,114,24.5,A,public,,False
37,1071,ARIZONA WESTERN COLLEGE                                          ,AZ,5,1,67,390,17.1,A,3,D,105,427,24.5,A,141,522,27.0,A,public,,False
695,2064,COLLEGE OF SOUTHERN MARYLAND                                     ,MD,5,1,85,747,11.3,A,5,D,83,625,13.2,A,59,505,11.6,A,public,,False
691,2057,ALLEGANY COLLEGE OF MARYLAND                                     ,MD,5,1,164,900,18.2,A,5,D,125,819,15.2,A,165,911,18.1,A,public,,False
43,1079,YAVAPAI COLLEGE                                                  ,AZ,5,1,197,771,25.5,A,5,D,137,616,22.2,A,131,563,23.2,A,public,,False
662,2012,LOUISIANA STATE UNIVERSITY AT EUNICE                             ,LA,5,1,121,789,15.3,A,5,D,113,783,14.4,A,125,847,14.7,A,public,,False
53,1091,ARKANSAS STATE UNIVERSITY - BEEBE                                ,AR,5,1,83,593,13.9,P,5,D,131,667,19.6,P,147,733,20.0,P,public,,False
16,1026,MARION MILITARY INSTITUTE                                        ,AL,5,1,18,173,10.4,A,5,D,33,186,17.7,A,22,161,13.6,A,public,,False
475,1747,ROCK VALLEY COLLEGE                                              ,IL,5,1,101,652,15.4,A,5,D,100,600,16.6,A,116,625,18.5,A,public,,False
1731,3671,DIXIE STATE UNIVERSITY                                           ,UT,6,1,265,1991,13.3,A,5,D,297,2198,13.5,A,315,2062,15.2,A,public,,False
1903,3943,UNIVERSITY OF PUERTO RICO - HUMACAO UNIVERSITY COLLEGE           ,PR,6,1,27,188,14.3,A,3,D,23,153,15.0,A,11,99,11.1,A,public,,False
1737,3679,SNOW COLLEGE                                                     ,UT,6,1,73,607,12.0,P,5,D,60,699,8.5,P,67,584,11.4,P,public,,False
394,1615,UNIVERSITY OF HAWAII MAUI COLLEGE                                ,HI,6,1,201,804,25.0,A,5,D,254,853,29.7,A,243,859,28.2,A,public,,False
2019,4927,UNIVERSITY OF SOUTH CAROLINA - UNION                             ,SC,6,1,52,197,26.3,A,5,D,66,172,38.3,A,69,206,33.4,A,public,,False
329,1523,SAINT JOHNS RIVER STATE COLLEGE                                  ,FL,6,1,160,991,16.1,A,5,D,164,1029,15.9,A,137,948,14.4,A,public,,False
326,1520,SEMINOLE STATE COLLEGE OF FLORIDA                                ,FL,6,1,819,4881,16.7,A,5,D,1050,5665,18.5,A,852,4665,18.2,A,public,,False
2470,8596,WEST LOS ANGELES COLLEGE                                         ,CA,6,1,51,350,14.5,P,5,D,66,341,19.3,P,45,314,14.3,P,public,,False
1853,3828,WEST VIRGINIA UNIVERSITY - PARKERSBURG                           ,WV,6,1,254,1057,24.0,A,5,D,225,986,22.8,A,320,1140,28.0,A,public,,False
830,2270,HENRY FORD COLLEGE                                               ,MI,6,1,1653,6896,23.9,A,5,D,1371,7023,19.5,A,1342,6135,21.8,A,public,,False
328,1522,SOUTH FLORIDA STATE COLLEGE                                      ,FL,6,1,34,154,22.0,A,5,D,21,126,16.6,A,29,145,20.0,A,public,,False
1820,3787,SEATTLE CENTRAL COLLEGE                                          ,WA,6,1,15,83,18.0,P,5,D,0,0,0.0,P,0,0,0.0,P,public,2013 2012,False
2471,8597,FEATHER RIVER COLLEGE                                            ,CA,6,1,34,250,13.6,A,5,D,43,253,16.9,A,66,301,21.9,A,public,,False
2203,6760,UNIVERSITY OF MAINE - AUGUSTA                                    ,ME,6,1,298,1601,18.6,A,5,D,318,1695,18.7,A,316,1661,19.0,A,public,,False
3072,21078,UNIVERSITY OF HAWAII - WEST OAHU                                 ,HI,6,1,25,333,7.5,A,5,D,20,306,6.5,A,14,211,6.6,A,public,,False
4416,41429,GEORGIA GWINNETT COLLEGE                                         ,GA,6,1,337,2294,14.6,A,5,D,310,2021,15.3,A,201,1281,15.6,A,public,,False
341,1543,DARTON STATE COLLEGE                                             ,GA,6,1,396,2479,15.9,A,5,D,345,2230,15.4,A,231,1590,14.5,A,public,,False
1552,3426,UNIVERSITY OF SOUTH CAROLINA - SUMTER                            ,SC,6,1,27,301,8.9,A,5,D,33,306,10.7,A,36,293,12.2,A,public,,False
2200,6750,VALENCIA COLLEGE                                                 ,FL,6,1,1243,8062,15.4,A,3,D,1258,8479,14.8,A,1347,7905,17.0,A,public,,False
1910,3956,DALTON STATE COLLEGE                                             ,GA,6,1,138,1002,13.7,A,5,D,165,1001,16.4,A,218,1076,20.2,A,public,,False
339,1541,ABRAHAM BALDWIN AGRICULTURAL COLLEGE                             ,GA,6,1,109,939,11.6,A,5,D,134,979,13.6,A,158,933,16.9,A,public,,False
399,1621,LEWIS-CLARK STATE COLLEGE                                        ,ID,6,1,149,1139,13.0,A,5,D,151,1256,12.0,A,156,1171,13.3,A,public,,False
1571,3450,UNIVERSITY OF SOUTH CAROLINA - BEAUFORT                          ,SC,6,1,35,597,5.8,A,5,D,57,524,10.8,A,56,541,10.3,A,public,,False
331,1528,ST. PETERSBURG COLLEGE                                           ,FL,6,1,1090,6788,16.0,P,5,D,1070,6593,16.2,P,1293,6625,19.5,P,public,,False
1573,3453,UNIVERSITY OF SOUTH CAROLINA - LANCASTER                         ,SC,6,1,82,446,18.3,A,5,D,82,409,20.0,A,81,394,20.5,A,public,,False
1574,3454,UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE                      ,SC,6,1,103,484,21.2,A,5,D,146,573,25.4,A,157,604,25.9,A,public,,False
2673,10097,CUNY MEDGAR EVERS COLLEGE                                        ,NY,6,1,73,737,9.9,A,5,D,64,626,10.2,A,54,531,10.1,A,public,,False
3026,20839,NORTHERN NEW MEXICO COLLEGE                                      ,NM,6,1,34,140,24.2,A,3,D,39,158,24.6,A,35,133,26.3,A,public,,False
2878,12165,ATLANTA METROPOLITAN  STATE COLLEGE                              ,GA,6,1,198,1077,18.3,A,5,D,161,960,16.7,A,163,888,18.3,A,public,,False
292,1470,EASTERN FLORIDA STATE COLLEGE                                    ,FL,6,1,476,2369,20.0,A,5,D,534,2713,19.6,A,489,2566,19.0,A,public,,False
1000,2537,UNIVERSITY OF MONTANA WESTERN (THE)                              ,MT,6,1,41,403,10.1,A,5,D,54,468,11.5,A,36,400,9.0,A,public,,False
2791,10997,EAST GEORGIA STATE COLLEGE                                       ,GA,6,1,309,1407,21.9,A,5,D,356,1638,21.7,A,312,1381,22.5,A,public,,False
2788,10975,UNIVERSITY OF PUERTO RICO BAYAMON TECHNICAL UNIVERSITY COLLEGE   ,PR,6,1,11,146,7.5,A,5,D,11,136,8.0,A,6,65,9.2,A,public,,False
320,1510,NORTHWEST FLORIDA STATE COLLEGE                                  ,FL,6,1,77,445,17.3,A,5,D,86,502,17.1,A,80,453,17.6,A,public,,False
318,1506,MIAMI DADE COLLEGE                                               ,FL,6,1,515,4152,12.4,P,3,D,403,3596,11.2,P,305,2857,10.6,P,public,,False
856,2315,SCHOOLCRAFT COLLEGE                                              ,MI,6,1,350,2189,15.9,A,5,D,207,1886,10.9,A,198,1480,13.3,A,public,,False
308,1490,GULF COAST STATE COLLEGE                                         ,FL,6,1,166,826,20.0,A,5,D,136,765,17.7,A,107,710,15.0,A,public,,False
302,1484,FLORIDA STATE COLLEGE AT JACKSONVILLE                            ,FL,6,1,1070,6017,17.7,A,5,D,943,5886,16.0,A,804,5128,15.6,A,public,,False
2784,10922,UNIVERSITY OF PUERTO RICO - UTUADO                               ,PR,6,1,113,906,12.4,P,5,D,88,831,10.5,P,44,403,10.9,P,public,,False
313,1500,BROWARD COLLEGE                                                  ,FL,6,1,723,5056,14.2,A,5,D,522,4405,11.8,A,473,3785,12.4,A,public,,False
314,1501,FLORIDA GATEWAY COLLEGE                                          ,FL,6,1,86,342,25.1,A,5,D,105,434,24.1,A,54,350,15.4,A,public,,False
1878,3897,UNIVERSITY OF WISCONSIN COLLEGES                                 ,WI,6,1,365,3438,10.6,P,5,D,436,3956,11.0,P,356,3874,9.1,P,public,,False
849,2302,NORTHWESTERN MICHIGAN COLLEGE                                    ,MI,6,1,213,1392,15.3,A,5,D,299,1544,19.3,A,244,1427,17.0,A,public,,False
315,1502,LAKE SUMTER STATE COLLEGE                                        ,FL,6,1,20,168,11.9,A,5,D,21,188,11.1,A,13,163,7.9,A,public,,False
316,1504,"STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA                       ",FL,6,1,338,2162,15.6,A,5,D,423,2209,19.1,A,461,2302,20.0,A,public,,False
309,1493,INDIAN RIVER STATE COLLEGE                                       ,FL,6,1,335,1547,21.6,A,5,D,281,1393,20.1,A,261,1376,18.9,A,public,,False
2875,12123,"UNIVERSITY OF PUERTO RICO, AGUADILLA REGIONAL COLLEGE            ",PR,6,1,9,173,5.2,A,5,D,10,162,6.1,A,7,77,9.0,A,public,,False
363,1575,GORDON STATE COLLEGE                                             ,GA,6,1,278,1632,17.0,A,5,D,242,1678,14.4,A,255,1770,14.4,A,public,,False
321,1512,PALM BEACH STATE COLLEGE                                         ,FL,6,1,339,2341,14.4,A,5,D,324,2294,14.1,A,358,2190,16.3,A,public,,False
325,1519,SANTA FE COLLEGE                                                 ,FL,6,1,545,3233,16.8,A,5,D,546,3337,16.3,A,585,3104,18.8,A,public,,False
293,1471,COLLEGE OF CENTRAL FLORIDA                                       ,FL,6,1,377,2036,18.5,A,5,D,356,1967,18.0,A,323,1547,20.8,A,public,,False
2707,10362,COLLEGE OF SOUTHERN NEVADA                                       ,NV,6,1,515,2592,19.8,A,5,D,398,2297,17.3,A,460,2553,18.0,A,public,,False
538,1843,VINCENNES UNIVERSITY                                             ,IN,6,1,586,3031,19.3,A,5,D,557,3087,18.0,A,555,3092,17.9,A,public,,False
907,2389,UNIVERSITY OF MINNESOTA - MORRIS                                 ,MN,6,1,15,397,3.7,A,5,D,25,397,6.2,A,17,387,4.3,A,public,,False
377,1592,SOUTH GEORGIA STATE COLLEGE                                      ,GA,6,1,201,1055,19.0,P,5,D,258,1160,22.2,P,210,986,21.2,P,public,,False
2797,11074,BAINBRIDGE STATE COLLEGE                                         ,GA,6,1,314,1257,24.9,A,5,D,505,1796,28.1,A,381,1281,29.7,A,public,,False
294,1472,CHIPOLA COLLEGE                                                  ,FL,6,1,4,88,4.5,A,5,D,16,133,12.0,A,10,81,12.3,A,public,,False
295,1475,DAYTONA STATE COLLEGE                                            ,FL,6,1,814,4069,20.0,A,5,D,781,4362,17.9,A,1147,5415,21.1,A,public,,False
323,1514,POLK STATE COLLEGE                                               ,FL,6,1,149,885,16.8,A,5,D,78,536,14.5,A,12,230,5.2,A,public,,False
2722,10434,RENTON TECHNICAL COLLEGE                                         ,WA,6,1,47,350,13.4,A,5,D,50,365,13.6,A,44,324,13.5,A,public,,False
1716,3648,TYLER JUNIOR COLLEGE                                             ,TX,6,1,581,3074,18.9,P,5,D,756,3398,22.2,P,748,3388,22.0,P,public,,False
322,1513,PENSACOLA STATE COLLEGE                                          ,FL,6,1,109,671,16.2,A,5,D,110,653,16.8,A,86,539,15.9,A,public,,False
296,1477,FLORIDA SOUTHWESTERN STATE COLLEGE                               ,FL,6,1,414,2663,15.5,A,5,D,388,2687,14.4,A,366,2387,15.3,A,public,,False
2708,10363,WESTERN NEVADA COLLEGE                                           ,NV,6,1,140,510,27.4,A,5,D,135,644,20.9,A,122,457,26.6,A,public,,False
2577,9507,GEORGIA HIGHLANDS COLLEGE                                        ,GA,6,1,225,1442,15.6,A,5,D,220,1422,15.4,A,158,1245,12.6,A,public,,False
350,1558,COLLEGE OF COASTAL GEORGIA                                       ,GA,6,1,123,957,12.8,A,5,D,126,938,13.4,A,174,866,20.0,A,public,,False
4305,41143,NEVADA STATE COLLEGE                                             ,NV,6,1,62,681,9.1,A,5,D,80,741,10.7,A,39,564,6.9,A,public,,False
951,2466,HARRIS - STOWE STATE UNIVERSITY                                  ,MO,6,1,157,675,23.2,A,2,D,199,718,27.7,A,181,705,25.6,A,public,,False
690,2055,UNIVERSITY OF MAINE - MACHIAS                                    ,ME,6,1,25,203,12.3,A,5,D,21,179,11.7,A,24,185,12.9,A,public,,False
1806,3773,CLARK COLLEGE                                                    ,WA,6,1,452,2296,19.6,A,5,D,555,2699,20.5,A,487,2399,20.3,A,public,,False
2276,7206,UNIVERSITY OF PUERTO RICO - CAYEY UNIVERSITY COLLEGE             ,PR,6,1,6,85,7.0,A,5,D,7,81,8.6,A,6,41,14.6,A,public,,False
2277,7228,UNIVERSITY OF PUERTO RICO - ARECIBO                              ,PR,6,1,24,199,12.0,A,5,D,24,190,12.6,A,11,75,14.6,A,public,,False
71,1110,UNIVERSITY OF ARKANSAS AT FORT SMITH                             ,AR,6,1,199,1668,11.9,A,5,D,324,1710,18.9,A,348,1710,20.3,A,public,,False
